project_id,project_name,ministry,sector,state,implementing_agency,original_cost,revised_cost,cumulative_expenditure,planned_duration_months,elapsed_months,expected_delay_months,physical_progress,expected_progress,financial_progress,previous_physical_progress,progress_change,previous_expenditure,expenditure_change,total_milestones,completed_milestones,delayed_milestones,progress_gap,cost_overrun_percent,time_overrun_percent,cost_overrun,time_overrun,risk_score,risk_level
PRJ-01095,Infrastructure Project 01095,Ministry of Jal Shakti,Water & Sanitation,Maharashtra,Public Sector Undertaking,27693.11,34912.96,5436.82,63,70,5.97,100.0,100.0,11.81,97.34,2.66,4649.12,787.7,29,11,1,0.0,26.07,9.48,1,0,27.3,Low
PRJ-01096,Infrastructure Project 01096,Ministry of Jal Shakti,Water & Sanitation,Maharashtra,Public Sector Undertaking,23445.52,25358.99,18387.34,113,70,3.25,78.26,61.95,71.37,75.61,2.65,16710.04,1677.3,18,9,0,-16.32,8.16,2.87,0,0,11.42,Low
PRJ-01097,Infrastructure Project 01097,Ministry of Jal Shakti,Social Infrastructure,Rajasthan,Public Sector Undertaking,49404.51,51163.86,6645.87,48,42,0.0,80.29,87.5,13.53,73.17,7.12,6157.48,488.39,5,3,1,7.21,3.56,0.0,0,0,8.24,Low
PRJ-01098,Infrastructure Project 01098,Ministry of Jal Shakti,Communication,Tamil Nadu,State Government Agency,37320.44,38509.35,27093.39,48,45,3.81,84.09,93.75,69.72,78.27,5.82,23944.36,3149.04,17,14,1,9.66,3.19,7.93,0,0,9.3,Low
PRJ-01099,Infrastructure Project 01099,Ministry of Coal,Water & Sanitation,Gujarat,State Government Agency,48521.42,52609.25,23162.45,36,38,0.0,100.0,100.0,42.2,98.53,1.47,20216.24,2946.21,16,0,1,0.0,8.42,0.0,0,0,2.11,Low
PRJ-01100,Infrastructure Project 01100,Ministry of Jal Shakti,Mining,Madhya Pradesh,Infrastructure Development Authority,23087.34,34716.58,29206.04,61,28,8.31,51.34,45.9,82.11,43.4,7.94,26372.59,2833.44,28,27,0,-5.44,50.37,13.63,1,1,31.24,Low
PRJ-01101,Infrastructure Project 01101,Ministry of Railways,Social Infrastructure,Uttar Pradesh,Public Sector Undertaking,20679.18,25079.03,19228.84,57,4,7.13,3.11,7.02,70.6,0.0,3.11,16929.13,2299.71,17,3,1,3.9,21.28,12.52,1,1,28.26,Low
PRJ-01102,Infrastructure Project 01102,Ministry of Steel,Steel,Andhra Pradesh,Public Sector Undertaking,45474.81,47178.38,20848.56,82,76,4.13,79.84,92.68,43.39,77.29,2.55,18651.71,2196.85,11,2,1,12.84,3.75,5.03,0,0,22.57,Low
PRJ-01103,Infrastructure Project 01103,Ministry of Housing,Energy,Bihar,Central Government Agency,20940.39,25705.32,1679.28,97,95,10.34,94.69,97.94,12.05,93.23,1.46,1665.12,14.16,27,23,1,3.25,22.75,10.66,1,1,32.51,Low
PRJ-01104,Infrastructure Project 01104,Ministry of Steel,Coal,Madhya Pradesh,Public Sector Undertaking,38579.15,41861.92,14818.28,99,10,0.36,8.9,10.1,40.79,1.96,6.94,14128.68,689.6,18,12,1,1.2,8.51,0.37,0,0,10.48,Low
PRJ-01105,Infrastructure Project 01105,Ministry of Road Transport,Water & Sanitation,Odisha,Central Government Agency,29356.23,31135.9,10447.09,38,19,3.24,58.57,50.0,37.04,55.12,3.45,8904.01,1543.08,8,0,0,-8.57,6.06,8.53,0,0,15.84,Low
PRJ-01106,Infrastructure Project 01106,Ministry of Coal,Mining,Tamil Nadu,State Government Agency,23917.01,24262.51,5191.36,103,60,4.31,60.7,58.25,30.45,53.58,7.12,4939.93,251.43,10,8,0,-2.45,1.44,4.19,0,0,9.21,Low
PRJ-01107,Infrastructure Project 01107,Ministry of Communications,Steel,West Bengal,State Government Agency,29431.37,30336.57,3842.1,39,44,1.65,99.51,100.0,21.94,92.18,7.34,3779.28,62.83,21,5,2,0.49,3.08,4.23,0,0,8.24,Low
PRJ-01108,Infrastructure Project 01108,Ministry of Road Transport,Coal,Madhya Pradesh,Public Sector Undertaking,32035.96,37192.53,14771.53,83,36,11.4,37.39,43.37,41.44,35.71,1.67,13316.08,1455.45,27,8,2,5.99,16.1,13.73,1,1,16.81,Low
PRJ-01109,Infrastructure Project 01109,Ministry of Steel,Transport & Logistics,Bihar,Central Government Agency,49369.91,55527.59,45716.97,110,101,4.73,95.74,91.82,73.6,92.11,3.63,39287.08,6429.89,28,11,0,-3.92,12.47,4.3,1,0,9.52,Low
PRJ-01110,Infrastructure Project 01110,Ministry of Jal Shakti,Energy,West Bengal,Infrastructure Development Authority,25974.59,28082.8,22316.44,70,46,0.0,57.42,65.71,85.86,53.06,4.37,21324.95,991.5,26,5,0,8.29,8.12,0.0,0,0,2.59,Low
PRJ-01111,Infrastructure Project 01111,Ministry of Road Transport,Steel,Uttar Pradesh,Public Sector Undertaking,47248.82,54820.89,14418.06,80,65,12.98,70.0,81.25,23.6,62.68,7.32,13974.52,443.54,19,7,1,11.25,16.03,16.23,1,1,19.54,Low
PRJ-01112,Infrastructure Project 01112,Ministry of Road Transport,Steel,Karnataka,State Government Agency,37999.58,38728.1,31834.5,90,46,0.0,41.67,51.11,82.86,33.83,7.84,29244.92,2589.58,5,1,2,9.44,1.92,0.0,0,0,12.4,Low
PRJ-01113,Infrastructure Project 01113,Ministry of Road Transport,Transport & Logistics,Rajasthan,State Government Agency,29532.63,30391.33,19609.52,25,15,0.0,64.57,60.0,69.11,61.28,3.28,19577.48,32.04,23,18,0,-4.57,2.91,0.0,0,0,1.84,Low
PRJ-01114,Infrastructure Project 01114,Ministry of Steel,Communication,Odisha,Infrastructure Development Authority,1617.71,1984.58,467.06,114,28,15.09,16.24,24.56,34.39,10.41,5.83,421.95,45.12,6,5,2,8.33,22.68,13.24,1,1,36.82,Medium
PRJ-01115,Infrastructure Project 01115,Ministry of Jal Shakti,Energy,Gujarat,Central Government Agency,41328.45,42973.37,15746.77,41,31,4.81,63.61,75.61,34.09,57.39,6.22,14004.84,1741.93,9,2,2,12.0,3.98,11.72,0,1,23.94,Low
PRJ-01116,Infrastructure Project 01116,Ministry of Housing,Transport & Logistics,Rajasthan,Central Government Agency,47058.8,53533.32,32416.56,62,69,4.14,100.0,100.0,64.02,99.02,0.98,30949.46,1467.1,10,5,0,0.0,13.76,6.68,1,0,8.95,Low
PRJ-01117,Infrastructure Project 01117,Ministry of Jal Shakti,Communication,Karnataka,Public Sector Undertaking,41132.39,45026.38,15799.19,84,11,9.2,5.19,13.1,41.7,2.77,2.42,15268.71,530.48,29,12,1,7.91,9.47,10.95,0,1,18.8,Low
PRJ-01118,Infrastructure Project 01118,Ministry of Steel,Steel,Maharashtra,Public Sector Undertaking,46560.74,51427.6,5334.69,28,9,3.54,22.58,32.14,23.13,15.26,7.31,5311.19,23.5,23,11,0,9.57,10.45,12.63,1,1,21.16,Low
PRJ-01119,Infrastructure Project 01119,Ministry of Power,Social Infrastructure,Tamil Nadu,Central Government Agency,15418.41,16452.89,1493.05,60,47,4.85,59.19,78.33,16.28,53.09,6.1,1303.71,189.34,23,1,2,19.14,6.71,8.09,0,0,29.81,Low
PRJ-01120,Infrastructure Project 01120,Ministry of Railways,Water & Sanitation,Tamil Nadu,Infrastructure Development Authority,8364.08,10128.27,3148.94,28,5,0.0,22.64,17.86,37.59,18.37,4.27,3090.33,58.61,21,1,1,-4.79,21.09,0.0,1,0,14.55,Low
PRJ-01121,Infrastructure Project 01121,Ministry of Jal Shakti,Water & Sanitation,Rajasthan,State Government Agency,29912.52,34597.29,10078.66,25,22,0.0,84.17,88.0,35.15,78.04,6.13,10026.96,51.7,25,6,0,3.83,15.66,0.0,1,0,17.86,Low
PRJ-01122,Infrastructure Project 01122,Ministry of Road Transport,Communication,Karnataka,Public Sector Undertaking,48974.36,54296.59,28207.29,75,21,3.0,17.94,28.0,58.61,11.31,6.63,26844.9,1362.39,18,2,0,10.06,10.87,4.0,1,0,11.49,Low
PRJ-01123,Infrastructure Project 01123,Ministry of Power,Coal,Bihar,Infrastructure Development Authority,16586.66,16936.91,13685.87,52,17,0.0,39.53,32.69,87.47,37.14,2.39,13408.74,277.13,15,10,0,-6.84,2.11,0.0,0,0,0.0,Low
PRJ-01124,Infrastructure Project 01124,Ministry of Road Transport,Energy,Andhra Pradesh,Public Sector Undertaking,3534.05,4028.85,1647.49,86,62,0.0,79.0,72.09,35.36,73.2,5.8,1528.64,118.85,12,8,0,-6.91,14.0,0.0,1,0,18.16,Low
PRJ-01125,Infrastructure Project 01125,Ministry of Road Transport,Coal,Uttar Pradesh,Infrastructure Development Authority,45020.24,52225.89,30791.44,74,43,6.98,43.25,58.11,58.36,37.29,5.96,26305.14,4486.3,19,16,1,14.86,16.01,9.44,1,0,19.92,Low
PRJ-01126,Infrastructure Project 01126,Ministry of Steel,Steel,Maharashtra,Central Government Agency,1351.97,1519.29,638.16,25,23,1.11,100.0,92.0,46.97,98.14,1.86,631.8,6.35,5,2,0,-8.0,12.38,4.43,1,0,17.74,Low
PRJ-01127,Infrastructure Project 01127,Ministry of Coal,Steel,Odisha,State Government Agency,35098.99,37822.33,3233.9,83,5,0.0,8.55,6.02,16.37,0.87,7.68,3024.79,209.11,27,9,2,-2.53,7.76,0.0,0,0,7.91,Low
PRJ-01128,Infrastructure Project 01128,Ministry of Railways,Mining,Gujarat,Public Sector Undertaking,36747.25,37696.64,14751.69,112,119,10.95,92.16,100.0,42.45,86.9,5.26,14142.7,608.99,22,16,1,7.84,2.58,9.77,0,0,13.62,Low
PRJ-01129,Infrastructure Project 01129,Ministry of Steel,Transport & Logistics,Odisha,State Government Agency,42243.9,45057.92,15092.71,75,67,1.5,95.32,89.33,34.64,91.52,3.79,14957.5,135.21,16,11,0,-5.98,6.66,2.0,0,0,9.7,Low
PRJ-01130,Infrastructure Project 01130,Ministry of Railways,Communication,Bihar,Central Government Agency,6075.23,7190.55,5576.29,30,37,6.12,100.0,100.0,67.42,95.3,4.7,4919.8,656.49,19,10,0,0.0,18.36,20.41,1,1,16.6,Low
PRJ-01131,Infrastructure Project 01131,Ministry of Power,Communication,Odisha,Central Government Agency,11538.73,13502.76,4190.94,119,91,4.16,79.44,76.47,25.64,78.02,1.42,4099.72,91.22,13,2,0,-2.97,17.02,3.5,1,0,13.26,Low
PRJ-01132,Infrastructure Project 01132,Ministry of Housing,Steel,Andhra Pradesh,Infrastructure Development Authority,3042.78,3667.47,1744.16,82,40,7.63,35.15,48.78,45.26,33.92,1.23,1496.23,247.93,14,3,5,13.63,20.53,9.31,1,0,31.02,Low
PRJ-01133,Infrastructure Project 01133,Ministry of Road Transport,Water & Sanitation,Gujarat,Infrastructure Development Authority,36982.88,41294.71,6580.34,43,19,6.14,35.52,44.19,23.68,30.86,4.65,5690.64,889.7,9,2,0,8.67,11.66,14.28,1,1,21.21,Low
PRJ-01134,Infrastructure Project 01134,Ministry of Steel,Steel,Andhra Pradesh,Central Government Agency,43958.58,45679.43,34845.33,103,6,6.93,0.0,5.83,78.07,0.0,0.0,31637.09,3208.24,5,0,2,5.83,3.91,6.73,0,0,16.14,Low
PRJ-01135,Infrastructure Project 01135,Ministry of Coal,Water & Sanitation,Bihar,State Government Agency,37410.01,40464.2,33285.09,45,49,5.72,100.0,100.0,79.0,98.42,1.58,33044.59,240.5,8,1,0,0.0,8.16,12.71,0,1,13.22,Low
PRJ-01136,Infrastructure Project 01136,Ministry of Housing,Steel,Telangana,Central Government Agency,3755.0,4001.55,1560.75,46,49,7.67,100.0,100.0,43.88,96.24,3.76,1361.22,199.53,18,5,0,0.0,6.57,16.66,0,1,14.47,Low
PRJ-01137,Infrastructure Project 01137,Ministry of Power,Communication,West Bengal,Central Government Agency,30350.15,36439.48,25171.37,88,12,7.37,20.71,13.64,70.51,13.55,7.16,22189.93,2981.43,9,7,1,-7.08,20.06,8.38,1,0,19.2,Low
PRJ-01138,Infrastructure Project 01138,Ministry of Steel,Transport & Logistics,Odisha,Infrastructure Development Authority,19414.45,23174.58,17154.38,98,50,7.3,44.52,51.02,75.79,43.9,0.62,15000.43,2153.95,28,6,0,6.5,19.37,7.45,1,0,20.88,Low
PRJ-01139,Infrastructure Project 01139,Ministry of Communications,Steel,Odisha,State Government Agency,36722.98,45818.67,20750.65,47,53,2.51,100.0,100.0,50.26,94.4,5.6,18817.3,1933.35,20,15,4,0.0,24.77,5.33,1,0,21.54,Low
PRJ-01140,Infrastructure Project 01140,Ministry of Railways,Steel,Karnataka,Central Government Agency,22648.8,24429.43,7375.75,114,32,9.01,33.39,28.07,35.82,31.79,1.6,6933.45,442.3,26,25,0,-5.32,7.86,7.91,0,0,10.86,Low
PRJ-01141,Infrastructure Project 01141,Ministry of Jal Shakti,Energy,Telangana,Infrastructure Development Authority,38247.54,41144.43,15577.1,78,61,5.54,93.5,78.21,49.1,87.76,5.73,14226.35,1350.75,22,16,0,-15.29,7.57,7.1,0,0,10.87,Low
PRJ-01142,Infrastructure Project 01142,Ministry of Power,Coal,Bihar,State Government Agency,31937.56,35969.73,19356.98,100,68,3.0,66.75,68.0,54.64,61.02,5.73,19210.65,146.33,11,10,0,1.25,12.63,3.0,1,0,6.28,Low
PRJ-01143,Infrastructure Project 01143,Ministry of Coal,Mining,Karnataka,Public Sector Undertaking,40308.78,47507.18,8021.73,37,44,8.36,100.0,100.0,12.33,95.49,4.51,7572.45,449.28,5,5,1,0.0,17.86,22.59,1,1,33.17,Low
PRJ-01144,Infrastructure Project 01144,Ministry of Jal Shakti,Energy,Uttar Pradesh,State Government Agency,15985.35,20429.36,2864.89,85,93,10.55,100.0,100.0,5.37,96.08,3.92,2677.06,187.83,8,8,1,0.0,27.8,12.42,1,1,26.0,Low
PRJ-01145,Infrastructure Project 01145,Ministry of Housing,Coal,Andhra Pradesh,Public Sector Undertaking,5933.52,5996.27,2271.52,64,66,10.96,100.0,100.0,29.43,99.71,0.29,1937.93,333.59,8,7,1,0.0,1.06,17.12,0,1,20.46,Low
PRJ-01146,Infrastructure Project 01146,Ministry of Power,Transport & Logistics,Madhya Pradesh,Infrastructure Development Authority,43573.4,53725.19,40016.19,49,12,1.22,21.91,24.49,81.52,21.65,0.26,36476.65,3539.54,11,11,2,2.58,23.3,2.49,1,0,14.02,Low
PRJ-01147,Infrastructure Project 01147,Ministry of Communications,Transport & Logistics,Tamil Nadu,Central Government Agency,45655.13,49437.55,31094.1,52,38,2.55,66.19,73.08,61.35,64.09,2.1,30965.36,128.74,26,14,1,6.89,8.28,4.91,0,0,20.25,Low
PRJ-01148,Infrastructure Project 01148,Ministry of Communications,Mining,Gujarat,Infrastructure Development Authority,1158.54,1188.97,476.51,24,18,5.64,79.05,75.0,40.04,76.18,2.86,446.4,30.11,19,10,1,-4.05,2.63,23.49,0,1,26.03,Low
PRJ-01149,Infrastructure Project 01149,Ministry of Jal Shakti,Communication,Uttar Pradesh,State Government Agency,30559.91,35268.12,3999.86,40,5,6.87,7.93,12.5,9.56,6.45,1.48,3884.61,115.25,21,6,2,4.57,15.41,17.16,1,1,27.4,Low
PRJ-01150,Infrastructure Project 01150,Ministry of Coal,Transport & Logistics,Uttar Pradesh,Infrastructure Development Authority,22477.83,24432.26,18882.1,117,87,8.24,68.28,74.36,73.59,61.89,6.38,17849.84,1032.27,13,2,1,6.08,8.69,7.04,0,0,13.57,Low
PRJ-01151,Infrastructure Project 01151,Ministry of Coal,Social Infrastructure,Odisha,Public Sector Undertaking,31437.94,32596.39,11725.78,29,26,7.7,79.55,89.66,36.75,76.58,2.97,10185.39,1540.39,19,17,0,10.11,3.68,26.55,0,1,24.6,Low
PRJ-01152,Infrastructure Project 01152,Ministry of Road Transport,Transport & Logistics,Gujarat,Central Government Agency,36228.92,42059.18,10749.32,43,52,7.48,100.0,100.0,23.78,95.22,4.78,10737.89,11.43,13,5,0,0.0,16.09,17.4,1,1,25.72,Low
PRJ-01153,Infrastructure Project 01153,Ministry of Communications,Steel,Rajasthan,Infrastructure Development Authority,31860.19,35193.63,28689.31,95,94,2.24,99.73,98.95,86.73,91.83,7.91,24571.68,4117.63,23,23,1,-0.79,10.46,2.36,1,0,1.36,Low
PRJ-01154,Infrastructure Project 01154,Ministry of Road Transport,Mining,Karnataka,Central Government Agency,40345.5,42164.86,7073.58,85,53,11.05,54.2,62.35,21.81,50.71,3.49,6404.46,669.12,18,15,1,8.16,4.51,13.0,0,1,23.6,Low
PRJ-01155,Infrastructure Project 01155,Ministry of Jal Shakti,Mining,Odisha,Public Sector Undertaking,5033.76,5384.94,4294.19,59,37,0.0,68.03,62.71,85.88,67.69,0.34,4170.23,123.96,15,11,0,-5.32,6.98,0.0,0,0,10.62,Low
PRJ-01156,Infrastructure Project 01156,Ministry of Communications,Communication,Odisha,Central Government Agency,43706.63,46254.71,38569.41,86,12,5.68,5.7,13.95,75.8,4.95,0.75,38327.14,242.26,24,12,3,8.26,5.83,6.6,0,0,12.04,Low
PRJ-01157,Infrastructure Project 01157,Ministry of Power,Mining,Uttar Pradesh,Central Government Agency,12187.93,14523.08,5483.55,115,97,7.22,81.78,84.35,38.65,77.82,3.96,5378.3,105.25,20,8,2,2.57,19.16,6.28,1,0,19.6,Low
PRJ-01158,Infrastructure Project 01158,Ministry of Jal Shakti,Mining,Gujarat,State Government Agency,44757.63,67302.68,38330.25,64,52,0.0,75.08,81.25,52.94,72.37,2.7,35872.2,2458.05,22,13,0,6.17,50.37,0.0,1,0,30.75,Low
PRJ-01159,Infrastructure Project 01159,Ministry of Coal,Transport & Logistics,Tamil Nadu,State Government Agency,24193.46,24789.6,7246.4,100,80,3.52,88.2,80.0,28.61,86.92,1.29,6947.17,299.23,20,16,0,-8.2,2.46,3.52,0,0,0.08,Low
PRJ-01160,Infrastructure Project 01160,Ministry of Steel,Energy,Tamil Nadu,Public Sector Undertaking,5157.73,5683.75,3086.94,49,36,3.52,64.73,73.47,53.47,57.14,7.59,2881.29,205.65,26,13,2,8.74,10.2,7.19,1,0,19.2,Low
PRJ-01161,Infrastructure Project 01161,Ministry of Communications,Water & Sanitation,Uttar Pradesh,Central Government Agency,27921.6,32504.27,27182.76,54,52,2.37,84.0,96.3,82.27,79.67,4.33,24705.98,2476.78,19,14,1,12.3,16.41,4.38,1,0,27.2,Low
PRJ-01162,Infrastructure Project 01162,Ministry of Communications,Social Infrastructure,Madhya Pradesh,Public Sector Undertaking,46689.36,55175.87,39373.65,25,12,1.98,51.75,48.0,75.99,46.7,5.05,34670.79,4702.86,18,14,2,-3.75,18.18,7.91,1,0,21.95,Low
PRJ-01163,Infrastructure Project 01163,Ministry of Communications,Steel,West Bengal,State Government Agency,28019.53,32831.17,15896.13,47,29,0.0,59.57,61.7,48.82,52.77,6.81,13608.9,2287.23,14,14,1,2.13,17.17,0.0,1,0,14.38,Low
PRJ-01164,Infrastructure Project 01164,Ministry of Coal,Social Infrastructure,Rajasthan,Public Sector Undertaking,2322.94,2439.99,1139.18,92,66,0.0,79.31,71.74,50.68,74.43,4.88,1132.2,6.98,14,6,0,-7.57,5.04,0.0,0,0,11.83,Low
PRJ-01165,Infrastructure Project 01165,Ministry of Communications,Social Infrastructure,Karnataka,State Government Agency,48199.86,49474.57,30485.11,56,45,0.0,82.18,80.36,66.03,74.45,7.72,29125.34,1359.77,20,12,0,-1.82,2.64,0.0,0,0,0.0,Low
PRJ-01166,Infrastructure Project 01166,Ministry of Road Transport,Steel,Gujarat,Central Government Agency,38591.14,41205.06,29892.67,111,64,4.6,71.12,57.66,69.34,67.6,3.52,27892.28,2000.39,9,0,1,-13.46,6.77,4.15,0,0,5.97,Low
PRJ-01167,Infrastructure Project 01167,Ministry of Road Transport,Transport & Logistics,West Bengal,Infrastructure Development Authority,8250.88,9150.86,3504.56,62,64,4.56,93.14,100.0,44.73,88.8,4.34,3368.34,136.22,14,5,0,6.86,10.91,7.35,1,0,20.5,Low
PRJ-01168,Infrastructure Project 01168,Ministry of Coal,Water & Sanitation,Karnataka,State Government Agency,2939.01,3009.13,1592.05,119,72,10.8,59.23,60.5,49.44,58.82,0.42,1355.03,237.03,29,16,2,1.27,2.39,9.07,0,0,2.81,Low
PRJ-01169,Infrastructure Project 01169,Ministry of Housing,Energy,Telangana,Infrastructure Development Authority,27130.35,31426.35,20836.89,102,76,2.18,66.94,74.51,70.99,66.72,0.22,20826.73,10.15,21,13,1,7.57,15.83,2.14,1,0,14.88,Low
PRJ-01170,Infrastructure Project 01170,Ministry of Communications,Mining,Bihar,Central Government Agency,27728.86,29314.61,16343.41,64,38,15.14,57.12,59.38,58.66,49.25,7.87,15810.23,533.19,23,15,0,2.26,5.72,23.66,0,1,10.72,Low
PRJ-01171,Infrastructure Project 01171,Ministry of Power,Social Infrastructure,Bihar,State Government Agency,26434.88,28643.9,6052.22,56,25,4.55,46.29,44.64,21.87,43.97,2.32,5965.79,86.43,21,3,0,-1.65,8.36,8.13,0,0,10.76,Low
PRJ-01172,Infrastructure Project 01172,Ministry of Communications,Social Infrastructure,Telangana,Public Sector Undertaking,28512.81,30480.75,3519.16,67,76,10.95,100.0,100.0,14.47,95.61,4.39,3278.92,240.24,29,5,0,0.0,6.9,16.34,0,1,19.01,Low
PRJ-01173,Infrastructure Project 01173,Ministry of Road Transport,Coal,Madhya Pradesh,Central Government Agency,18783.68,19325.96,14470.9,102,79,0.62,77.36,77.45,76.39,77.26,0.1,12989.36,1481.54,28,3,0,0.09,2.89,0.6,0,0,0.68,Low
PRJ-01174,Infrastructure Project 01174,Ministry of Jal Shakti,Communication,Uttar Pradesh,Public Sector Undertaking,41479.69,49930.68,28404.18,116,108,1.59,93.91,93.1,54.22,90.39,3.52,24478.54,3925.64,14,4,0,-0.81,20.37,1.37,1,0,8.36,Low
PRJ-01175,Infrastructure Project 01175,Ministry of Power,Social Infrastructure,Bihar,Public Sector Undertaking,34126.93,47009.89,33938.78,54,45,14.8,79.28,83.33,64.78,77.25,2.03,33685.93,252.85,16,2,0,4.05,37.75,27.4,1,1,33.14,Low
PRJ-01176,Infrastructure Project 01176,Ministry of Housing,Mining,Telangana,Central Government Agency,44385.17,46017.25,26706.54,37,19,3.88,55.68,51.35,50.66,48.35,7.33,25947.49,759.05,25,25,1,-4.33,3.68,10.48,0,1,12.78,Low
PRJ-01177,Infrastructure Project 01177,Ministry of Power,Energy,Tamil Nadu,State Government Agency,4438.4,5457.84,4223.07,107,25,8.34,9.61,23.36,87.67,9.08,0.54,4188.79,34.28,6,1,0,13.75,22.97,7.8,1,0,25.56,Low
PRJ-01178,Infrastructure Project 01178,Ministry of Steel,Steel,Madhya Pradesh,Central Government Agency,43909.29,52226.31,21212.22,100,94,10.31,84.48,94.0,33.4,80.87,3.61,19006.0,2206.23,16,1,1,9.52,18.94,10.31,1,1,28.36,Low
PRJ-01179,Infrastructure Project 01179,Ministry of Road Transport,Mining,Telangana,Infrastructure Development Authority,30331.82,31000.58,11491.62,31,37,5.24,100.0,100.0,37.52,96.56,3.44,11008.71,482.92,24,1,1,0.0,2.2,16.91,0,1,22.79,Low
PRJ-01180,Infrastructure Project 01180,Ministry of Coal,Mining,West Bengal,State Government Agency,36103.88,37398.76,12141.63,61,34,0.0,57.16,55.74,34.32,49.35,7.81,10853.64,1288.0,17,15,0,-1.42,3.59,0.0,0,0,7.6,Low
PRJ-01181,Infrastructure Project 01181,Ministry of Jal Shakti,Communication,Gujarat,Infrastructure Development Authority,37825.42,41217.42,31409.25,100,44,3.29,30.86,44.0,75.12,23.66,7.21,28574.0,2835.25,7,5,2,13.14,8.97,3.29,0,0,22.87,Low
PRJ-01182,Infrastructure Project 01182,Ministry of Coal,Social Infrastructure,West Bengal,Central Government Agency,47577.14,56869.93,24449.62,56,50,2.24,89.35,89.29,43.19,86.33,3.02,23321.97,1127.65,11,3,0,-0.06,19.53,3.99,1,0,6.55,Low
PRJ-01183,Infrastructure Project 01183,Ministry of Communications,Water & Sanitation,Telangana,Central Government Agency,43704.58,49111.74,6316.37,75,33,8.32,44.96,44.0,20.27,39.75,5.21,6156.96,159.41,5,5,0,-0.96,12.37,11.1,1,1,14.02,Low
PRJ-01184,Infrastructure Project 01184,Ministry of Jal Shakti,Coal,Uttar Pradesh,Public Sector Undertaking,42348.54,44649.7,17868.43,51,31,11.73,47.81,60.78,35.4,42.06,5.75,15659.66,2208.77,7,0,2,12.98,5.43,23.0,0,1,31.7,Low
PRJ-01185,Infrastructure Project 01185,Ministry of Power,Transport & Logistics,Uttar Pradesh,State Government Agency,47838.26,72587.88,30845.81,27,20,8.0,63.38,74.07,42.17,62.39,0.98,28505.1,2340.72,24,11,1,10.7,51.74,29.63,1,1,47.67,Medium
PRJ-01186,Infrastructure Project 01186,Ministry of Coal,Communication,Odisha,State Government Agency,24628.7,25952.16,12608.36,114,11,10.74,11.82,9.65,49.53,4.46,7.36,12228.89,379.47,25,2,0,-2.17,5.37,9.42,0,0,11.13,Low
PRJ-01187,Infrastructure Project 01187,Ministry of Power,Transport & Logistics,Rajasthan,State Government Agency,12725.84,13982.45,4295.96,97,68,8.37,61.18,70.1,24.81,57.56,3.62,3798.51,497.46,14,1,3,8.92,9.87,8.63,0,0,20.45,Low
